gene_id	f2	f3	f6	f8	f10	f11
WBGene00000001	1287.05	695.16	472.21	1230.24	1013.15	816.70
WBGene00000002	754.00	326.00	255.00	522.00	542.00	463.00
WBGene00000003	607.00	199.00	334.00	479.00	231.00	239.00
WBGene00000004	821.00	427.00	251.00	815.00	392.00	401.00
WBGene00000005	251.00	107.00	68.00	178.00	223.00	235.00
WBGene00000006	1348.00	689.00	1052.00	1136.00	440.00	655.00
WBGene00000007	871.00	404.00	448.00	774.00	505.00	344.00
WBGene00000008	37.00	12.00	9.00	27.00	15.00	17.00
WBGene00000009	351.00	173.34	206.00	457.00	88.00	112.00
WBGene00000010	1782.00	843.00	192.00	1651.00	1087.00	963.00
WBGene00000012	11.00	6.00	20.00	23.00	6.00	5.00
WBGene00000013	1215.00	683.00	1896.00	912.00	436.00	330.00
WBGene00000014	0.00	0.00	0.00	0.00	1.00	2.00
WBGene00000015	0.00	2.00	1.00	1.00	2.00	1.00
WBGene00000016	2201.00	1116.00	1610.00	2211.00	972.00	1127.00
WBGene00000017	2929.00	1540.00	797.00	2653.00	1549.00	1154.00
WBGene00000018	366.00	202.00	148.00	460.00	276.00	226.00
WBGene00000019	58.00	36.00	29.00	128.00	37.00	46.00
WBGene00000020	1371.00	984.00	565.00	1299.00	704.00	597.00
WBGene00000021	0.00	0.00	0.00	2.00	0.00	0.00
WBGene00000022	1604.00	1028.00	1078.00	1355.00	1324.00	1253.00
WBGene00000023	56.00	37.00	19.00	117.00	84.00	77.00
WBGene00000024	90.75	77.02	29.23	50.98	137.87	176.07
WBGene00000025	0.00	0.00	0.00	0.00	0.00	1.00
WBGene00000026	0.00	0.00	0.00	1.00	0.00	2.00
WBGene00000027	4.06	4.00	4.06	4.45	9.33	5.59
WBGene00000028	0.00	0.00	0.00	0.00	0.00	0.00
WBGene00000029	27.61	18.71	10.84	12.06	92.16	105.43
WBGene00000030	60.94	46.53	22.85	11.47	73.56	117.24
WBGene00000031	605.12	372.06	446.84	452.32	396.62	374.01
WBGene00000032	4.38	2.19	6.58	0.00	17.54	19.00
WBGene00000033	309.00	146.00	184.00	161.00	237.00	205.00
WBGene00000034	345.00	247.00	201.00	231.00	304.00	221.00
WBGene00000035	310.00	184.00	28.00	312.00	130.00	60.00
WBGene00000036	1577.00	828.00	243.00	1531.00	692.00	820.00
WBGene00000037	517.00	317.00	123.00	521.00	196.00	179.00
WBGene00000038	106.00	44.00	47.00	76.00	28.00	35.00
WBGene00000039	622.48	409.00	363.00	730.00	608.00	462.00
WBGene00000040	16920.00	8546.00	9252.00	13915.00	8376.00	9620.00
WBGene00000041	64566.10	27203.89	14147.92	62537.11	29375.08	30807.05
WBGene00000042	54.00	44.32	14.00	67.00	23.00	34.00
WBGene00000043	14.00	12.00	3.00	14.00	9.00	10.00
WBGene00000044	38.00	17.00	7.00	54.00	24.00	31.00
WBGene00000045	6.00	2.00	0.00	3.00	1.00	0.00
WBGene00000046	17.58	11.08	7.00	20.07	4.00	4.00
WBGene00000047	83.00	33.00	46.00	94.00	36.00	22.00
WBGene00000048	28.00	13.00	19.00	46.00	15.00	17.00
WBGene00000049	11.00	4.00	3.00	12.00	6.00	12.00
WBGene00000050	36.00	20.00	35.00	43.00	14.00	22.00
WBGene00000051	164.00	82.00	68.00	154.00	54.00	97.00
WBGene00000053	10.00	4.00	2.00	2.00	4.00	9.00
WBGene00000054	224.00	94.00	84.00	191.00	95.00	87.00
WBGene00000055	144.00	82.00	50.00	120.00	74.00	76.00
WBGene00000056	140.00	79.00	79.00	114.00	60.00	49.00
WBGene00000057	140.00	80.00	74.00	157.00	70.00	85.00
WBGene00000058	45.00	23.00	5.00	42.00	13.00	9.00
WBGene00000059	137.00	89.00	92.00	109.00	56.00	85.00
WBGene00000060	24.00	16.00	2.00	26.00	9.00	6.00
WBGene00000061	56.00	33.00	17.00	36.00	28.00	13.00
WBGene00000062	36.00	16.00	25.00	44.00	16.00	20.00
WBGene00000063	65172.43	34972.27	28853.37	114239.97	49767.38	50967.87
WBGene00000064	33152.99	19279.50	23631.25	29622.76	32463.43	32375.13
WBGene00000065	65549.44	36815.09	33995.73	97722.75	74531.21	64383.23
WBGene00000066	88480.40	51865.98	43916.84	118255.70	73624.99	68949.77
WBGene00000067	16669.00	9460.00	12449.00	10152.00	44056.00	42752.00
WBGene00000068	527.00	332.00	160.00	524.00	220.00	206.00
WBGene00000069	86.00	60.00	21.00	82.00	63.00	57.00
WBGene00000070	434.00	279.00	164.00	452.00	251.00	193.00
WBGene00000071	240.00	175.00	17.00	285.00	232.00	123.00
WBGene00000072	204.00	114.00	83.00	315.00	222.00	154.00
WBGene00000073	1606.00	836.00	814.00	1701.00	850.00	799.00
WBGene00000074	470.00	270.00	37.00	388.00	301.00	156.00
WBGene00000075	616.00	334.00	248.00	660.00	494.00	539.00
WBGene00000079	1395.25	723.63	983.20	1372.32	1070.62	968.72
WBGene00000080	1758.00	1035.00	661.00	1732.00	1324.00	1093.00
WBGene00000081	23969.00	13643.00	22128.00	20568.00	12934.00	14061.00
WBGene00000082	55.00	51.00	19.00	69.00	42.00	34.00
WBGene00000083	1825.00	1051.00	659.00	2121.00	1476.00	1145.00
WBGene00000084	103.00	74.00	49.00	112.00	66.00	42.00
WBGene00000085	138.00	74.00	87.00	117.00	82.00	74.00
WBGene00000086	577.00	331.00	170.00	689.00	220.00	174.00
WBGene00000088	696.67	342.26	178.59	732.78	536.07	391.52
WBGene00000089	1311.00	686.00	595.00	1086.00	614.00	581.00
WBGene00000090	823.45	473.38	245.00	858.58	513.77	500.06
WBGene00000092	2385.00	1225.00	469.00	1507.00	1178.00	946.00
WBGene00000093	1486.00	922.00	1176.00	1848.00	1460.00	1329.00
WBGene00000094	225.40	108.05	45.95	195.73	95.69	136.01
WBGene00000095	735.21	484.96	273.21	965.53	582.38	430.00
WBGene00000096	15.00	10.00	11.00	19.00	6.00	9.00
WBGene00000097	2352.00	1269.00	721.00	2571.00	1037.00	1014.00
WBGene00000098	3229.00	1884.00	1145.00	3481.00	2294.00	2025.00
WBGene00000099	1393.00	975.00	540.00	1724.00	1375.00	1192.00
WBGene00000100	3127.00	1740.00	2363.00	3341.00	2128.00	1773.00
WBGene00000101	1291.00	734.00	505.00	1305.00	916.00	613.00
WBGene00000102	4149.00	2186.00	815.00	3935.00	2477.00	1849.00
WBGene00000103	1954.00	1087.00	592.00	1929.00	1212.00	1007.00
WBGene00000105	945.00	578.00	307.00	1010.00	529.00	363.00
WBGene00000106	2494.00	1372.00	1260.00	2864.00	2562.00	2130.00
WBGene00000107	49346.00	28588.00	25576.00	55905.00	36353.00	33205.00
WBGene00000108	118.00	59.00	73.00	91.00	16.00	27.00
WBGene00000109	4458.00	2580.00	2302.00	6428.00	2681.00	3103.00
WBGene00000110	7734.00	4077.00	4622.00	7595.00	5503.00	5474.00
WBGene00000111	1095.00	530.00	574.00	1135.00	722.00	616.00
WBGene00000112	8951.00	5688.00	11577.00	10732.00	6866.00	6564.00
WBGene00000113	6433.59	4034.46	7770.65	6526.62	4373.44	4032.19
WBGene00000114	73486.00	39486.00	44437.00	57093.00	37836.00	39642.00
WBGene00000115	6310.00	3314.00	3981.00	7325.00	6216.00	5748.00
WBGene00000116	566.00	318.00	330.00	630.00	439.00	495.00
WBGene00000117	5371.00	2815.00	1670.00	3511.00	3483.00	3126.00
WBGene00000118	1382.00	771.00	502.00	1403.00	1335.00	1222.00
WBGene00000120	1404.00	883.00	306.00	1204.00	1206.00	942.00
WBGene00000121	5736.00	3506.00	2191.00	5799.00	4827.00	3725.00
WBGene00000122	7553.00	4393.00	4196.00	7557.00	6652.00	6029.00
WBGene00000123	9838.00	6494.00	6115.00	9982.00	7364.00	6378.00
WBGene00000133	336.00	166.00	143.00	305.00	118.00	96.00
WBGene00000134	38.00	21.00	15.00	28.00	14.00	20.00
WBGene00000135	145.00	77.00	44.00	151.00	64.00	66.00
WBGene00000136	1948.00	1062.00	564.00	2315.00	1389.00	1335.00
WBGene00000137	407.00	266.00	277.00	574.00	466.00	346.00
WBGene00000138	594.00	272.00	150.00	417.00	298.00	299.00
WBGene00000139	101.00	51.00	26.00	206.00	83.00	77.00
WBGene00000140	6197.05	6158.57	5599.57	10661.48	6221.20	5887.03
WBGene00000142	2642.87	1548.67	1133.20	3070.76	1834.34	1731.87
WBGene00000143	1032.00	627.00	429.00	1047.00	911.00	744.00
WBGene00000144	982.00	651.00	426.00	896.00	819.00	710.00
WBGene00000145	1010.00	655.00	370.00	1530.00	1063.00	1203.00
WBGene00000146	1997.00	973.00	744.00	1666.00	904.00	884.00
WBGene00000147	1436.00	721.00	551.00	1575.00	1133.00	986.00
WBGene00000148	679.00	406.00	222.00	772.00	484.00	389.00
WBGene00000149	11557.00	5092.00	2089.00	8539.00	5126.00	3594.00
WBGene00000150	1634.00	960.00	442.00	1408.00	872.00	788.00
WBGene00000151	1320.00	789.00	619.00	1625.00	923.00	1111.00
WBGene00000155	7735.00	4278.00	3887.00	7257.00	6017.00	6496.00
WBGene00000156	907.00	596.00	239.00	1138.00	806.00	458.00
WBGene00000157	1720.00	946.00	1275.00	1741.00	1635.00	1604.00
WBGene00000158	4201.00	2345.00	945.00	3841.00	2691.00	2081.00
WBGene00000159	2146.00	1223.00	726.00	2350.00	1233.00	1443.00
WBGene00000160	2836.00	1305.00	302.00	2302.00	1292.00	1177.00
WBGene00000161	1271.00	708.00	375.00	1123.00	766.00	651.00
WBGene00000162	3721.00	2192.00	1912.00	3829.00	3007.00	2950.00
WBGene00000163	1793.00	1050.00	747.00	1900.00	1036.00	1164.00
WBGene00000164	599.00	370.00	249.00	577.00	480.00	457.00
WBGene00000165	2777.32	1812.01	3373.00	4117.98	3034.74	2690.00
WBGene00000166	44.00	25.00	19.00	44.00	16.00	15.00
WBGene00000168	4068.00	2088.00	1562.00	3413.00	3007.02	2823.00
WBGene00000169	46842.78	22400.84	37032.91	54942.72	16675.58	22403.61
WBGene00000170	4941.00	2878.00	969.00	6290.00	3253.00	1953.00
WBGene00000171	31.00	16.00	7.00	51.00	4.00	8.00
WBGene00000172	396.00	178.00	324.00	319.00	427.00	466.00
WBGene00000173	22.00	7.00	8.00	29.00	8.00	14.00
WBGene00000174	191.00	93.00	99.00	225.00	64.00	66.00
WBGene00000175	7928.00	4467.00	3286.00	8466.00	6658.00	5846.00
WBGene00000176	3044.00	1804.00	2851.00	2351.00	2102.00	2309.00
WBGene00000177	240.74	90.00	159.57	301.45	124.91	101.80
WBGene00000178	2064.00	1035.00	1452.00	1913.00	1482.00	1737.00
WBGene00000179	2864.00	1471.00	2624.00	2996.00	2044.00	2522.00
WBGene00000180	1310.00	724.00	437.00	1360.00	681.00	845.00
WBGene00000181	10141.00	5827.00	10053.00	10178.00	8918.00	9935.00
WBGene00000182	17027.00	8753.00	13004.00	14172.00	13216.00	12138.00
WBGene00000183	26125.00	13997.00	21967.00	20451.00	16504.00	18822.00
WBGene00000184	2363.00	1475.00	573.00	1907.00	1865.00	1474.00
WBGene00000185	4.00	1.00	2.00	2.00	1.00	1.00
WBGene00000186	1413.00	792.00	947.00	1271.00	879.00	768.00
WBGene00000187	2645.00	1479.00	848.00	3009.00	1841.00	1870.00
WBGene00000188	369.00	198.00	330.00	297.00	137.00	114.00
WBGene00000189	800.00	463.00	322.00	890.00	662.00	576.00
WBGene00000190	56.00	40.46	83.92	40.79	34.50	43.50
WBGene00000191	17.00	10.54	26.08	24.21	20.50	10.50
WBGene00000192	6667.00	3273.00	2257.00	5103.00	4170.00	4184.00
WBGene00000193	34.00	20.00	9.00	61.00	23.00	13.00
WBGene00000195	1325.00	788.00	513.00	1299.00	955.00	820.00
WBGene00000196	248.00	198.00	60.00	342.00	333.00	264.00
WBGene00000197	10782.00	5531.00	7303.00	8047.00	6544.00	6880.00
WBGene00000198	12664.00	5783.00	7841.00	8757.00	8844.00	9307.00
WBGene00000199	7718.00	4268.00	5200.00	6086.00	4869.00	4596.00
WBGene00000200	5705.00	2868.00	2162.00	4530.00	3390.00	3721.00
WBGene00000201	6324.00	3691.00	3807.00	5746.00	4159.00	5021.00
WBGene00000202	1932.00	1249.00	766.00	2483.00	1695.00	1395.00
WBGene00000203	4970.00	2834.00	4167.00	5140.00	4962.00	4654.00
WBGene00000204	3064.00	1887.00	1402.00	2947.00	2540.00	2192.00
WBGene00000205	3109.00	1750.00	2608.00	3619.00	3129.00	2578.00
WBGene00000206	11267.00	6212.00	8887.00	11392.00	9387.00	10191.00
WBGene00000207	29471.00	16321.00	16304.00	29175.00	24351.00	24944.00
WBGene00000208	3522.00	2282.00	2452.00	3281.00	2449.00	1881.00
WBGene00000209	12708.00	7669.00	17368.00	16310.00	16695.00	15875.00
WBGene00000210	7035.00	4759.00	6778.00	8720.00	8636.00	10620.00
WBGene00000211	417.89	226.30	131.95	380.74	230.38	139.84
WBGene00000212	2017.00	1024.00	319.00	1972.00	1772.00	1804.00
WBGene00000213	134.00	87.00	42.00	161.00	689.00	708.00
WBGene00000214	236480.00	183983.00	262914.00	181752.00	367689.00	362381.00
WBGene00000215	44762.00	20779.00	22111.00	17732.00	38931.00	46701.00
WBGene00000216	139574.00	74723.00	91116.00	70380.00	134609.00	143838.00
WBGene00000217	23684.00	12198.00	19530.00	19568.00	18382.00	17967.00
WBGene00000218	46704.00	29139.00	40189.00	20515.00	78407.00	88203.00
WBGene00000219	159881.00	88494.00	76783.00	52381.00	175911.00	219183.00
WBGene00000220	337.00	202.00	149.00	364.00	143.00	115.00
WBGene00000221	1794.00	1365.00	777.00	2182.00	1331.00	1270.00
WBGene00000222	569.00	330.00	142.00	745.00	403.00	187.00
WBGene00000223	5201.00	2294.00	884.00	4520.00	2657.00	2216.00
WBGene00000224	3911.00	1726.00	1515.00	2590.00	1583.00	1790.00
WBGene00000225	1084.00	529.00	295.00	986.00	546.00	554.00
WBGene00000226	775.00	550.00	351.00	880.00	574.00	496.00
WBGene00000227	1643.00	1118.00	350.00	1610.00	1073.00	1007.00
WBGene00000228	5442.00	2474.00	1096.00	6604.00	3817.00	3893.00
WBGene00000229	111664.00	59154.00	68102.00	98008.00	86977.00	94817.00
WBGene00000230	32154.00	18965.00	19267.00	31135.00	30473.00	31499.00
WBGene00000231	4119.00	2787.00	1111.00	4186.00	3494.00	2631.00
WBGene00000232	185.00	104.00	51.00	156.00	102.00	70.00
WBGene00000233	293.00	151.00	63.00	289.00	120.00	127.00
WBGene00000235	7073.00	4294.00	7989.00	8257.00	7474.00	7422.00
WBGene00000236	1274.00	924.00	323.00	1394.00	1050.00	919.00
WBGene00000237	2620.00	1390.00	1096.00	2616.00	1225.00	1014.00
WBGene00000238	443.00	203.00	121.00	472.00	292.00	208.00
WBGene00000239	1148.00	577.00	639.00	1114.00	740.00	818.00
WBGene00000240	2174.00	1087.00	952.00	2788.00	1056.00	1184.00
WBGene00000241	102.00	35.00	53.00	108.00	29.00	50.00
WBGene00000242	27.00	26.00	14.00	47.00	26.00	12.00
WBGene00000244	182.00	88.00	65.00	170.00	59.00	75.00
WBGene00000245	2787.00	1818.00	603.00	3330.00	867.00	839.00
WBGene00000246	106.00	63.00	82.00	152.00	86.00	86.00
WBGene00000247	1915.00	1197.00	555.00	1730.00	863.00	658.00
WBGene00000248	1995.00	846.00	622.00	1546.00	878.00	928.00
WBGene00000249	1812.00	989.00	603.00	1985.00	1413.00	1466.00
WBGene00000250	682.00	387.00	118.00	650.00	408.00	351.00
WBGene00000251	43.00	33.00	6.00	31.00	42.00	34.00
WBGene00000252	399.00	370.00	435.00	351.00	886.00	668.00
WBGene00000253	929.97	465.00	501.00	1056.98	515.00	523.99
WBGene00000254	6428.08	3752.17	2807.76	5681.78	3779.00	3949.20
WBGene00000255	54.00	42.04	64.00	40.00	73.00	78.00
WBGene00000256	1788.00	1488.00	3947.00	1594.00	5457.00	5226.00
WBGene00000257	803.00	574.00	493.00	940.00	1135.00	861.00
WBGene00000259	525.00	279.00	202.00	675.00	435.00	371.00
WBGene00000262	835.00	464.00	347.00	756.00	510.00	450.00
WBGene00000263	12101.00	7431.00	17793.00	16768.00	14861.00	16350.00
WBGene00000264	465.48	251.00	214.00	466.24	298.00	341.97
WBGene00000265	537.00	309.00	270.00	447.00	293.00	338.00
WBGene00000266	2129.00	1299.00	1101.00	2585.00	1455.00	1346.00
WBGene00000267	72.00	39.00	7.00	147.00	40.00	24.00
WBGene00000268	1684.00	779.00	309.00	1431.00	852.00	832.00
WBGene00000269	1646.00	962.00	1539.00	1391.00	939.00	1111.00
WBGene00000270	254.26	139.70	53.28	356.22	243.30	257.52
WBGene00000271	548.00	322.00	107.00	687.00	529.00	328.00
WBGene00000272	81.00	48.00	6.00	119.00	29.00	25.00
WBGene00000273	35190.00	17624.00	10704.00	29892.00	18260.00	15165.00
WBGene00000274	2328.00	1509.00	1168.00	2134.00	1884.00	1706.00
WBGene00000275	6011.00	3280.00	5166.00	4501.00	3624.00	3914.00
WBGene00000276	6370.00	3170.00	2262.00	4920.00	2646.00	2785.00
WBGene00000277	10977.00	4914.00	1846.00	7098.00	3832.00	2774.00
WBGene00000279	100.00	45.00	10.00	76.00	25.00	47.00
WBGene00000280	84.00	66.00	44.00	88.00	38.00	29.00
WBGene00000281	1950.00	1050.00	899.00	1882.00	2564.00	2192.00
WBGene00000282	2366.00	1425.00	1292.00	2347.00	811.00	826.00
WBGene00000283	873.00	403.00	407.00	727.00	726.00	741.00
WBGene00000284	879.00	500.00	507.00	695.00	365.00	328.00
WBGene00000285	1189.66	608.82	262.05	954.86	553.00	550.84
WBGene00000286	1408.00	872.00	322.00	1197.00	437.00	387.00
WBGene00000287	249.00	135.00	10.00	263.00	119.00	111.00
WBGene00000288	558.00	327.00	102.00	549.00	208.00	190.00
WBGene00000289	4203.00	2192.00	1851.00	3990.00	2546.00	2267.00
WBGene00000292	6372.00	3240.00	2307.00	5648.00	3663.00	3520.00
WBGene00000293	7962.00	4682.00	4970.00	6855.00	5824.00	5547.00
WBGene00000294	6598.00	4055.00	4918.00	6851.00	4324.00	4293.00
WBGene00000295	162.00	96.00	84.00	127.00	53.00	62.00
WBGene00000296	97.00	68.00	41.00	87.00	38.00	52.00
WBGene00000298	9897.61	5666.76	2262.65	11873.61	6071.75	6646.86
WBGene00000301	5188.00	2402.00	4737.00	5431.00	5079.00	5189.00
WBGene00000302	110.00	65.00	60.00	193.00	86.00	123.00
WBGene00000308	0.00	0.00	0.00	0.00	0.00	0.00
WBGene00000310	0.00	0.00	0.00	0.00	0.00	0.00
WBGene00000311	0.00	0.00	0.00	0.00	0.00	0.00
WBGene00000366	4595.31	2948.00	1722.00	5112.00	3138.00	2219.00
WBGene00000367	325.00	231.00	112.00	377.00	240.00	126.00
WBGene00000368	1485.00	920.00	981.00	1336.00	778.00	843.00
WBGene00000369	7097.00	3868.00	5068.00	6928.00	5917.00	5614.00
WBGene00000370	18334.00	9952.00	5150.00	17553.00	8955.00	7885.00
WBGene00000371	24530.00	16156.00	28410.00	29341.00	31797.00	29308.00
WBGene00000372	2.00	0.00	0.00	7.00	0.00	0.00
WBGene00000373	156.00	72.00	86.00	293.00	77.00	70.00
WBGene00000374	491.00	238.00	236.00	445.00	216.91	274.01
WBGene00000375	872.00	504.00	218.00	1000.00	547.00	541.00
WBGene00000376	5518.00	2821.00	2065.00	5418.00	4597.00	3850.00
WBGene00000377	16033.00	8960.00	13700.00	12422.00	8092.00	8984.00
WBGene00000378	13452.00	7714.00	10185.00	11283.00	9684.00	9604.00
WBGene00000379	9004.00	4919.00	4589.00	8338.00	5096.00	5581.00
WBGene00000380	21256.00	12172.00	18635.00	18789.00	12785.00	14316.00
WBGene00000381	20666.00	11589.00	19086.00	16934.00	11816.00	13577.00
WBGene00000382	1031.00	600.00	445.00	1095.00	835.00	643.00
WBGene00000383	1330.00	886.00	503.00	1629.00	965.00	919.00
WBGene00000386	4672.00	2394.00	2305.00	3345.00	3500.00	2986.00
WBGene00000387	877.00	427.00	335.00	974.00	1190.00	855.00
WBGene00000388	148.07	140.21	16.25	183.40	205.32	148.23
WBGene00000389	242.00	108.00	134.00	259.00	77.00	60.00
WBGene00000390	9437.00	5417.00	2649.00	8036.00	6493.00	4821.00
WBGene00000391	276.00	177.00	102.00	285.00	237.00	207.00
WBGene00000392	1021.00	549.00	794.00	963.00	1226.00	1181.00
WBGene00000393	753.00	328.00	88.00	522.00	309.00	261.00
WBGene00000395	248.00	160.00	153.00	279.00	134.00	99.00
WBGene00000396	913.00	681.00	245.00	933.00	883.00	460.00
WBGene00000397	103.00	56.00	19.00	101.00	43.00	16.00
WBGene00000399	97.00	54.00	65.00	26.00	77.00	113.00
WBGene00000401	193.00	119.00	102.00	200.00	73.00	52.00
WBGene00000402	106.00	63.00	22.00	35.00	72.00	60.00
WBGene00000403	7248.00	3756.00	2149.65	5463.00	2929.00	2682.00
WBGene00000405	3980.00	2598.00	2874.00	4135.00	4018.00	3520.00
WBGene00000406	276.00	167.00	197.00	299.02	412.00	371.00
WBGene00000407	1664.00	988.00	1061.00	1872.81	1433.00	1612.00
WBGene00000408	1888.00	1192.00	915.00	2262.00	1524.00	1261.00
WBGene00000409	683.12	451.28	199.10	880.43	814.61	615.15
WBGene00000410	3607.00	1887.00	1507.00	3196.00	2362.00	2303.00
WBGene00000411	6035.00	3004.00	1325.00	4192.00	4665.00	3867.00
WBGene00000412	8.00	2.00	10.00	9.00	13.00	13.00
WBGene00000413	249.00	139.00	13.00	253.00	234.00	190.00
WBGene00000414	5260.00	3044.00	1058.00	5117.00	2308.00	3040.00
WBGene00000415	5590.00	3594.00	1644.00	5341.00	2816.00	2606.00
WBGene00000416	3505.00	1942.00	1779.00	2910.00	2677.00	2782.00
WBGene00000417	2310.00	1182.00	335.00	1616.00	1300.00	1127.00
WBGene00000418	432.00	230.00	96.00	549.00	280.00	210.00
WBGene00000419	620.00	305.00	137.00	687.00	469.00	414.00
WBGene00000420	3516.91	1970.57	1679.65	3538.90	2839.07	2653.74
WBGene00000421	1357.00	926.00	303.00	1793.00	1068.00	838.00
WBGene00000422	19.34	10.18	6.10	29.65	41.98	15.55
WBGene00000423	3111.00	1950.00	1498.00	3434.00	3243.00	2601.00
WBGene00000424	3109.00	1796.00	636.00	3225.00	2624.00	1804.00
WBGene00000425	116.00	60.00	71.00	202.00	174.00	152.00
WBGene00000426	1036.00	636.00	507.00	1291.00	1021.00	709.00
WBGene00000427	0.00	0.00	0.00	0.00	0.00	0.00
WBGene00000428	48.00	24.00	8.00	46.00	19.00	35.00
WBGene00000429	54.00	33.00	17.00	55.00	19.00	20.00
WBGene00000430	21.00	14.00	16.00	42.00	14.00	8.00
WBGene00000431	145.00	73.00	23.00	107.00	84.00	48.00
WBGene00000432	0.00	0.00	0.00	0.00	0.00	0.00
WBGene00000433	30.00	20.00	2.00	37.00	13.00	12.00
WBGene00000434	36.00	23.00	8.00	37.00	9.00	12.00
WBGene00000435	41.00	47.00	8.00	26.00	27.00	22.00
WBGene00000436	10.00	5.00	8.00	4.00	4.00	2.00
WBGene00000437	410.00	222.00	94.00	398.00	449.00	294.00
WBGene00000438	69.00	33.00	6.00	73.00	64.00	39.00
WBGene00000439	65.00	32.00	32.00	100.00	73.00	71.00
WBGene00000440	61.00	27.00	11.00	47.00	27.00	21.00
WBGene00000441	845.00	340.00	388.00	768.00	478.00	420.00
WBGene00000442	64.00	30.00	22.00	81.00	38.00	63.00
WBGene00000443	917.00	535.00	281.22	971.00	640.00	436.00
WBGene00000444	644.00	329.00	232.00	447.00	432.00	354.00
WBGene00000445	162.00	73.00	39.00	165.00	70.00	62.00
WBGene00000446	93.00	57.00	19.00	77.00	26.00	18.00
WBGene00000447	87.00	67.00	24.00	99.00	53.00	64.00
WBGene00000448	238.00	120.00	63.00	223.00	100.00	77.00
WBGene00000449	171.00	97.00	117.00	160.00	118.00	139.00
WBGene00000450	8.00	2.00	0.00	4.00	0.00	2.00
WBGene00000451	85.00	39.00	28.00	82.00	78.00	55.00
WBGene00000452	49.00	23.00	10.00	57.00	33.00	13.00
WBGene00000453	228.00	147.00	79.00	297.00	188.00	115.00
WBGene00000454	35.00	22.00	15.00	27.00	16.00	18.00
WBGene00000455	433.00	226.00	79.00	303.00	193.00	150.00
WBGene00000457	57.00	36.00	14.00	60.00	61.00	45.00
WBGene00000458	1058.00	513.00	180.00	971.00	675.00	637.00
WBGene00000459	841.00	406.00	137.00	801.00	525.00	357.00
WBGene00000460	340.00	158.00	69.00	221.00	195.00	163.00
WBGene00000461	39.00	18.00	10.00	40.00	45.00	37.00
WBGene00000462	463.00	212.00	180.00	505.00	385.00	310.00
WBGene00000463	373.00	220.00	139.00	514.00	538.00	330.00
WBGene00000464	2099.00	1204.00	1014.00	2268.00	1670.00	1459.00
WBGene00000465	31312.00	22239.00	14190.00	31010.00	42791.00	31581.00
WBGene00000466	799.00	427.00	166.00	807.00	491.00	401.00
WBGene00000467	593.00	394.00	179.00	676.00	428.00	327.00
WBGene00000468	22.00	18.00	12.00	38.00	32.00	13.00
WBGene00000469	297.00	170.00	76.00	446.00	339.00	193.00
WBGene00000472	19354.99	10499.98	6862.99	16501.27	13698.99	11777.99
WBGene00000473	47038.00	28116.00	33032.00	55435.00	62852.00	55229.00
WBGene00000474	28260.00	17029.00	26427.00	26497.00	29656.00	28766.00
WBGene00000475	36805.09	20359.75	21193.03	28691.89	29034.18	28556.25
WBGene00000476	61.00	34.00	4.00	60.00	6.00	12.00
WBGene00000477	38.23	48.25	6.04	44.11	29.09	16.10
WBGene00000478	594.00	288.00	192.00	657.00	381.00	340.00
WBGene00000479	45315.00	20067.00	20918.00	30035.00	31756.00	37081.00
WBGene00000480	6083.81	3228.55	1135.87	4532.69	3395.20	3010.78
WBGene00000481	638.00	317.00	358.00	496.00	267.00	300.00
WBGene00000482	2051.00	1163.00	1257.00	2066.00	1459.00	1560.00
WBGene00000483	3.87	3.00	1.00	15.00	0.00	1.29
WBGene00000484	43.00	24.00	14.00	46.00	14.00	6.00
WBGene00000485	134.00	69.00	59.00	106.00	42.00	35.00
WBGene00000487	2.00	4.00	0.00	8.00	2.00	2.00
WBGene00000488	34.00	20.00	6.00	47.00	16.00	15.00
WBGene00000490	16.00	7.00	8.00	40.00	6.00	7.00
WBGene00000491	77.00	38.00	23.00	97.00	13.00	8.00
WBGene00000492	60.00	56.00	17.00	73.00	18.00	31.00
WBGene00000493	56.00	36.00	21.00	78.00	40.00	16.00
WBGene00000496	2966.00	1667.00	1390.00	2464.00	2746.00	2339.00
WBGene00000497	307.00	185.00	103.00	346.00	72.00	99.00
WBGene00000498	5452.00	3365.00	5247.00	6254.00	5676.00	5089.00
WBGene00000499	359.07	240.63	32.86	367.63	172.38	115.23
WBGene00000500	2454.00	1422.00	571.00	2398.00	1282.00	1244.00
WBGene00000501	905.00	521.00	514.00	702.00	344.00	365.00
WBGene00000502	2167.00	1329.00	623.00	2223.00	1198.00	1129.00
WBGene00000503	5985.00	2689.00	1895.00	2770.00	2540.00	2212.00
WBGene00000506	652.00	360.00	167.00	689.00	479.00	392.00
WBGene00000507	269.00	178.00	80.00	273.00	252.00	145.00
WBGene00000508	1820.00	1193.00	410.00	2221.00	1377.00	1039.00
WBGene00000509	1641.00	844.00	413.00	1582.00	1247.00	797.00
WBGene00000510	699.00	325.00	339.00	568.00	250.00	337.00
WBGene00000511	231.00	137.00	78.00	272.00	129.00	150.00
WBGene00000512	185.00	108.00	71.00	249.00	67.00	83.00
WBGene00000513	2.00	2.00	0.00	3.00	0.00	0.00
WBGene00000514	624.00	341.00	327.00	677.00	419.00	449.00
WBGene00000515	214.00	135.00	68.00	313.00	358.00	276.00
WBGene00000516	1484.00	840.00	1442.00	1647.00	1490.00	1580.00
